"isolate.id","genus","species","media","source","plate.temperature","experiment.ID","temperature","dilution","replicate","mu","r2","se","best.model","best.model.n","best.model.r2","drop.dilution.Q","mu.mn","mu.sd","zscore","outlier.QC","lowT","highT","range.QC","isolate.id.media","id"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",20,"2","2",0.586021730959045,0.983140298443383,0.0290056026490141,"gr",9,0.983140298443383,0,0.584944510294242,0.086527150550958,0.0124495104478092,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",20,"2","3",0.633442415527011,0.989722564901878,0.0243974117631169,"gr",9,0.989722564901878,0,0.584944510294242,0.086527150550958,0.560493497404698,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",20,"2","4",0.600319880240445,0.996823460439047,0.0157613906291538,"gr.sat",8,0.995881085101407,0,0.584944510294242,0.086527150550958,0.177694167071276,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",20,"3","1",0.540841385665009,0.975190849533946,0.0335321486124045,"gr.sat",9,0.987640503215742,0,0.584944510294242,0.086527150550958,-0.509702727391436,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",20,"3","2",0.599593643548032,0.987473290184238,0.0293324299065314,"gr.sat",8,0.995638560830354,0,0.584944510294242,0.086527150550958,0.169301001599066,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",20,"3","3",0.571604906508525,0.990426425195729,0.0268199917463321,"gr.sat",8,0.991138610333791,0,0.584944510294242,0.086527150550958,-0.154166682951851,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",20,"3","4",0.448485391603604,0.969757395122533,0.0306195241262405,"gr.sat",10,0.951678114378329,0,0.584944510294242,0.086527150550958,-1.57706705723857,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",25,"1","1",-0.1335034748814,0.556454474419648,0.0330578934455276,"gr",15,0.556454474419648,0,0.274805073582049,0.188755073248445,-2.16316595594769,1,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",25,"1","2",0.267947945769469,0.88636686671669,0.0266087510323128,"gr",15,0.88636686671669,0,0.274805073582049,0.188755073248445,-0.036328177540185,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",25,"1","3",0.510882008942003,0.377797750387114,0.319920082924545,"gr.sat",4,0.540667063094448,0,0.274805073582049,0.188755073248445,1.2507051137599,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",25,"1","4",0.284093333159133,0.498568111375201,0.133581915667239,"gr.sat",6,0.700181534378534,0,0.274805073582049,0.188755073248445,0.0492079996433175,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",25,"2","1",-0.0933504267620311,0.438183588866547,0.0334260812322869,"gr",12,0.438183588866547,0,0.274805073582049,0.188755073248445,-1.95044029285244,1,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",25,"2","2",0.330824666616333,0.979916258299861,0.0188854457865575,"gr.lag",10,0.979023663387268,0,0.274805073582049,0.188755073248445,0.296784568860564,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",25,"2","3",0.446181087261156,0.974318405821456,0.0310728289435384,"gr.lag",9,0.959407436187028,0,0.274805073582049,0.188755073248445,0.90792798693965,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",25,"2","4",0.253134539174743,0.944194436028896,0.0194607439788063,"gr",12,0.944194436028896,0,0.274805073582049,0.188755073248445,-0.114807692499914,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",25,"3","1",0.296986226882765,0.925812054420905,0.0329019457047062,"gr.sat",10,0.985772683633687,0,0.274805073582049,0.188755073248445,0.117512885449814,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",25,"3","2",0.327109244636122,0.988270868718759,0.0112594943593888,"gr.sat",15,0.982551682476519,0,0.274805073582049,0.188755073248445,0.277100743063094,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",25,"3","3",0.403443916060159,0.987503284542155,0.0155046231000313,"gr.sat",13,0.982793045170853,0,0.274805073582049,0.188755073248445,0.681511973502252,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",25,"3","4",0.403911816126138,0.27940594538719,0.346429676404874,"gr.sat",5,0.968724173958326,0,0.274805073582049,0.188755073248445,0.683990847621642,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",29,"1","1",-0.357068767018805,0.977922288787361,0.033623587243176,"gr.flr",5,0.952159418107033,0,-0.323595904578384,0.0375195348919462,-0.892144919621761,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",29,"1","2",-0.296908310846919,0.737165114064524,0.0670088942204144,"gr",9,0.737165114064524,0,-0.323595904578384,0.0375195348919462,0.711298629056124,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",29,"1","3",-0.276756855647013,0.775142765672519,0.0563393654219072,"gr",9,0.775142765672519,0,-0.323595904578384,0.0375195348919462,1.24839097995922,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",29,"1","4",-0.363649684800798,0.950703578898086,0.0505271215761356,"gr.flr",5,0.897382970538265,0,-0.323595904578384,0.0375195348919462,-1.06754468939358,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",31,"1","1",-0.250041090408475,0.615221734121956,0.0988714310803881,"gr",6,0.615221734121956,0,-0.312380963728953,0.0939615623753214,0.663461438321624,0,0,29,1,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",31,"1","2",-0.34128345341846,0.659287679702091,0.12267093517194,"gr",6,0.659287679702091,0,-0.312380963728953,0.0939615623753214,-0.307599075184156,0,0,29,1,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",31,"1","3",-0.451644459163641,0.704288808062124,0.146327239077774,"gr",6,0.704288808062124,0,-0.312380963728953,0.0939615623753214,-1.48213260735717,0,0,29,1,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",31,"1","4",-0.206554851925235,0.600585546438268,0.084222834877795,"gr",6,0.600585546438268,0,-0.312380963728953,0.0939615623753214,1.1262702442197,0,0,29,1,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",4,"1","1",0.260680852490992,0.955918061849639,0.021119988017729,"gr.lag",11,0.913588035199716,0,0.264237615910387,0.0567344579889966,-0.0626914144501805,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",4,"1","2",0.288773943036146,0.956252557878762,0.0231028099733804,"gr.lag",11,0.950889088010322,0,0.264237615910387,0.0567344579889966,0.432476628762686,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",4,"1","3",0.281677167439579,0.969066164651443,0.0172345581237947,"gr.lag",13,0.969126559288583,0,0.264237615910387,0.0567344579889966,0.307389056798159,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",4,"1","4",0.304550988522275,0.98001749361184,0.015408805676597,"gr.lag",12,0.972568568719917,0,0.264237615910387,0.0567344579889966,0.710562399656785,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",4,"2","1",0.290590842035767,0.987907950864026,0.010033269416267,"gr.sat",16,0.990739894133037,0,0.264237615910387,0.0567344579889966,0.464501240683247,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",4,"2","2",0.306382673630213,0.99389628327758,0.00737799138751908,"gr.sat",16,0.993465540102761,0,0.264237615910387,0.0567344579889966,0.742847631116883,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",4,"2","3",0.352319823482777,0.993596104579663,0.00916254789304259,"gr.sat",15,0.997256281767479,0,0.264237615910387,0.0567344579889966,1.55253457412907,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",4,"2","4",0.322279693599919,0.995106928059455,0.00734368039086642,"gr.sat",15,0.99852480520195,0,0.264237615910387,0.0567344579889966,1.023048068967,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",4,"3","1",0.167331419151201,0.961509786614579,0.0136678490599616,"gr",8,0.961509786614579,0,0.264237615910387,0.0567344579889966,-1.70806596544872,1,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",4,"3","2",0.190493291183621,0.988828105899934,0.00826622199119059,"gr",8,0.988828105899934,0,0.264237615910387,0.0567344579889966,-1.29981544445296,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",4,"3","3",0.21083212089039,0.987180516449312,0.00980839911537378,"gr",8,0.987180516449312,0,0.264237615910387,0.0567344579889966,-0.94132379003875,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH2_15_RI_03",NA,NA,"TM","NB",NA,"CH16A",4,"3","4",0.194938575461758,0.98088556125183,0.0111094809161974,"gr",8,0.98088556125183,0,0.264237615910387,0.0567344579889966,-1.22146298572322,0,0,29,0,"CH2_15_RI_03-TM","CH2_15_RI_03-TM"
"CH20_15_RI_03",NA,NA,"TM","NB",NA,"CH16C",0,"1","1",-0.122481486138625,0.899112935317571,0.013899825129851,"gr.flr",15,0.825220183327753,0,-0.108653004758236,0.0273507691205297,-0.50559753253918,0,2,29,1,"CH20_15_RI_03-TM","CH20_15_RI_03-TM"
"CH20_15_RI_03",NA,NA,"TM","NB",NA,"CH16C",0,"1","2",-0.0903848460695444,0.956704743193009,0.00630044265958792,"gr.flr",16,0.922873402365351,0,-0.108653004758236,0.0273507691205297,0.667921205732375,0,2,29,1,"CH20_15_RI_03-TM","CH20_15_RI_03-TM"
"CH20_15_RI_03",NA,NA,"TM","NB",NA,"CH16C",0,"1","3",-0.0758196666699432,0.81486267697876,0.00770504726403242,"gr",24,0.81486267697876,0,-0.108653004758236,0.0273507691205297,1.20045392301777,0,2,29,1,"CH20_15_RI_03-TM","CH20_15_RI_03-TM"
"CH20_15_RI_03",NA,NA,"TM","NB",NA,"CH16C",0,"1","4",-0.145926020154833,0.908865021226772,0.01616509379113,"gr.flr",14,0.822528311940834,0,-0.108653004758236,0.0273507691205297,-1.36277759621097,0,2,29,1,"CH20_15_RI_03-TM","CH20_15_RI_03-TM"
"CH20_15_RI_03",NA,NA,"TM","NB",NA,"CH16C",10,"1","1",0.405330771725121,0.982868361909876,0.0263026695578326,"gr.lagsat",9,0.98594633219953,0,0.455506194521585,0.0394507735220162,-1.27184889716961,0,2,29,0,"CH20_15_RI_03-TM","CH20_15_RI_03-TM"
"CH20_15_RI_03",NA,NA,"TM","NB",NA,"CH16C",10,"1","2",0.541280814079291,0.995725347347575,0.0200201534278862,"gr.lagsat",8,0.987752600125227,0,0.455506194521585,0.0394507735220162,2.17421895441004,1,2,29,0,"CH20_15_RI_03-TM","CH20_15_RI_03-TM"
"CH20_15_RI_03",NA,NA,"TM","NB",NA,"CH16C",10,"1","3",0.509830095641203,0.992804086830804,0.0232464488192253,"gr.lagsat",8,0.985689516487355,0,0.455506194521585,0.0394507735220162,1.37700471422445,0,2,29,0,"CH20_15_RI_03-TM","CH20_15_RI_03-TM"
